,R_INTERNATIONAL_MIG_2019,Unemployment_rate_2020,PCT_COLL_4_2015_19,PCT_COLL_1TO3_2000,PCT_HSD_Only_2000,R_NET_MIG_2019,Med_HH_Income_Percent_of_State_Total_2019,GQ_ESTIMATES_2019,N_POP_CHG_2019,INTERNATIONAL_MIG_2019,NET_MIG_2019,HSD_Only_2000,DOMESTIC_MIG_2019,RESIDUAL_2019,Deaths_2019,COLL_4_2000,POP_ESTIMATE_2019,LT_HSD_2015_19,COLL_1TO3_2000,Unemployed_2020,NATURAL_INC_2019,GQ_ESTIMATES_BASE_2010,Employed_2020,LT_HSD_2000,COLL_4_2015_19,HSD_Only_2015_19,COLL_1TO3_2015_19,Civilian_labor_force_2020,CENSUS_2010_POP,PCT_LT_HSD_2000,R_birth_2019,PCT_COLL_1TO3_2015_19,PCT_COLL_4_2000,Economic_typology_2015,R_death_2019,county_name,state_code
159809,0.0,10.2,15.2,16.4,31.2,-8.9,63.9,320,-157,0,-113,"3,239",-113,0.0,205,"1,038","12,630","2,248","1,702",336,-44,322,"2,949","4,414","1,399","3,382","2,178","3,285","13,878",42.5,12.7,23.7,10.0,4.0,16.1,Breathitt County,KY
171253,0.6,4.2,13.5,21.4,41.4,9.4,94.6,88,97,6,96,"2,453",90,0.0,112,642,"10,253","1,186","1,269",277,1,88,"6,328","1,567",911,"2,798","1,837","6,605","9,423",26.4,11.1,27.3,10.8,0.0,11.0,Love County,OK
27245,0.1,4.7,18.5,28.3,40.7,-1.6,85.3,192,-44,1,-16,"3,304",-17,0.0,135,"1,047","9,917",668,"2,297",226,-28,213,"4,621","1,476","1,290","2,459","2,569","4,847","10,740",18.2,10.8,36.8,12.9,0.0,13.6,Montgomery County,IA
63650,0.4,5.6,25.1,22.7,34.0,9.4,93.7,601,453,15,346,"6,190",331,2.0,362,"3,367","37,051","2,860","4,136",959,105,601,"16,102","4,509","6,342","8,761","7,288","17,061","33,481",24.8,12.7,28.9,18.5,0.0,9.8,Orange County,VA
84275,1.1,7.0,27.5,31.1,26.9,22.3,101.4,"5,903","9,677",363,"7,141","28,551","6,778",32.0,"1,856","22,997","324,492","23,401","33,064","11,624","2,504","5,895","155,042","21,633","54,106","53,700","65,333","166,666","252,825",20.4,13.6,33.2,21.6,0.0,5.8,Weld County,CO
266730,0.6,6.3,16.3,24.0,43.1,8.9,86.4,"1,224",176,14,216,"7,034",202,-2.0,243,"1,911","24,443","2,418","3,908",702,-38,"1,261","10,378","3,457","2,971","7,668","5,218","11,080","24,496",21.2,8.4,28.6,11.7,5.0,10.0,Waushara County,WI
177405,0.9,7.9,20.7,16.6,46.6,2.7,97.0,"3,690",454,124,384,"38,244",260,-7.0,"1,504","12,622","141,793","12,309","13,600","5,703",77,"3,657","66,060","17,542","19,834","42,216","21,550","71,763","133,568",21.4,11.2,22.5,15.4,0.0,10.6,Lebanon County,PA
107668,0.4,9.1,14.7,21.7,41.2,14.7,103.8,402,569,15,500,"7,260",485,2.0,344,"1,875","34,375","3,314","3,825","1,396",67,359,"13,978","4,655","3,334","9,408","6,671","15,374","30,617",26.4,12.1,29.4,10.6,3.0,10.1,Marshall County,TN
191629,0.2,5.2,13.2,16.2,46.9,-0.8,112.8,215,2,3,-12,"4,259",-15,-1.0,164,878,"14,590","1,628","1,475",356,15,215,"6,447","2,469","1,332","4,408","2,698","6,803","14,877",27.2,12.3,26.8,9.7,2.0,11.2,Pendleton County,KY
65497,2.3,7.3,32.3,31.2,23.5,3.5,109.5,"25,670","21,069","4,856","7,402","211,638","2,546",-49.0,"13,796","239,285","2,102,515","182,491","280,005","79,553","13,716","20,634","1,003,269","167,922","424,067","314,880","392,574","1,082,822","1,809,034",18.7,13.2,29.9,26.6,0.0,6.6,Tarrant County,TX
192321,0.2,7.5,21.9,29.6,32.6,6.4,96.9,"3,301","1,640",29,865,"18,653",836,7.0,"1,105","7,298","135,976","10,720","16,916","3,957",768,"3,380","48,916","14,271","18,702","25,577","30,560","52,873","114,678",25.0,13.9,35.7,12.8,0.0,8.2,Harnett County,NC
171488,1.2,11.4,22.9,29.2,32.8,-5.6,86.0,"4,742","-1,058",329,"-1,578","59,704","-1,907",3.0,"2,928","35,226","282,572","23,914","53,109","15,506",517,"4,685","120,253","33,764","44,364","61,568","64,136","135,759","295,266",18.6,12.2,33.1,19.4,3.0,10.3,Winnebago County,IL
12231,3.1,8.2,49.4,24.4,20.0,9.0,97.9,"16,348","10,946","2,242","6,510","74,922","4,268",59.0,"4,995","129,065","727,211","60,938","91,457","34,900","4,377","15,981","388,924","79,034","251,499","85,694","110,587","423,824","600,158",21.1,13.0,21.7,34.5,0.0,6.9,Denver County,CO
119834,0.9,4.5,22.4,27.6,30.3,3.3,105.0,"2,002",476,113,398,"22,252",285,-8.0,"1,316","13,490","119,679","13,137","20,242","2,634",86,"2,133","56,265","17,347","18,476","25,075","25,790","58,899","119,490",23.7,11.7,31.3,18.4,3.0,11.0,Morgan County,AL
299418,1.1,6.2,16.8,19.9,48.2,2.1,111.2,"4,824",90,40,78,"10,956",38,0.0,344,"2,981","37,576","2,762","4,533","1,018",12,"5,424","15,318","4,270","4,162","10,512","7,374","16,336","37,963",18.8,9.5,29.7,13.1,0.0,9.2,Putnam County,IN
158937,0.6,9.5,26.9,37.9,24.5,1.2,106.6,"11,538","1,918",280,557,"60,367",277,-16.0,"3,711","52,715","447,643","35,139","93,378","19,205","1,377","12,452","183,607","40,028","81,736","72,340","114,484","202,812","413,344",16.2,11.4,37.7,21.4,0.0,8.3,Solano County,CA
67111,0.1,9.5,21.0,25.0,39.2,-4.7,79.4,"1,257",-361,9,-291,"16,784",-300,2.0,756,"6,512","62,385","4,924","10,699","2,817",-72,"1,257","26,715","8,794","9,267","16,934","12,951","29,532","66,083",20.6,10.9,29.4,15.2,0.0,12.1,Salem County,NJ
266082,0.0,8.7,13.4,21.8,44.8,1.5,80.3,484,109,-1,64,"11,822",65,-3.0,482,"2,550","43,161","4,376","5,762","1,516",48,484,"15,988","6,238","3,947","13,322","7,714","17,504","43,589",23.7,12.3,26.3,9.7,0.0,11.2,Highland County,OH
199157,0.4,5.4,21.0,28.9,38.1,-1.1,79.3,72,-47,5,-16,"3,299",-21,-1.0,173,"1,065","13,943","1,161","2,500",325,-30,75,"5,654","1,794","2,070","3,518","3,090","5,979","13,544",20.7,10.2,31.4,12.3,1.0,12.4,Callahan County,TX
328369,0.4,7.6,49.0,23.0,23.5,0.6,124.9,"2,753",-158,21,27,"8,026",6,-5.0,517,"11,728","48,479","3,097","7,862","1,896",-180,"3,242","22,999","6,602","16,742","6,630","7,667","24,895","49,875",19.3,6.9,22.5,34.3,0.0,10.6,Bristol County,RI
193014,0.2,8.1,23.0,27.9,36.4,18.9,118.5,"1,013","2,114",19,"1,797","16,463","1,778",10.0,937,"6,175","96,387","6,262","12,650","4,061",307,"1,009","45,854","10,000","14,656","22,713","19,964","49,915","80,956",22.1,13.0,31.4,13.6,0.0,9.8,Maury County,TN
254415,0.0,6.4,21.0,21.2,35.9,-1.6,73.3,567,-82,0,-42,"6,014",-42,-1.0,356,"2,362","25,925","3,125","3,552",669,-39,548,"9,745","4,843","3,664","6,727","3,911","10,414","26,175",28.9,12.2,22.4,14.1,0.0,13.7,Stephens County,GA
150391,0.7,6.5,17.0,25.9,40.0,-1.7,100.5,"1,062",-208,49,-121,"17,425",-170,-6.0,872,"5,098","71,522","6,147","11,254","2,029",-81,"1,062","29,298","9,746","8,250","19,474","14,800","31,327","69,967",22.4,11.0,30.4,11.7,0.0,12.2,Creek County,OK
24714,-0.1,7.0,14.1,18.0,36.0,-9.5,75.5,56,-146,-1,-109,"3,443",-108,0.0,172,"1,060","11,361","1,482","1,720",373,-37,56,"4,948","3,351","1,100","3,491","1,753","5,321","13,008",35.0,11.8,22.4,11.1,0.0,15.0,Desha County,AR
120064,0.2,6.2,19.8,29.4,35.9,18.7,83.4,77,229,2,227,"2,265",225,0.0,132,929,"12,245",670,"1,858",339,2,73,"5,163","1,262","1,616","3,480","2,390","5,502","10,972",20.0,11.0,29.3,14.7,0.0,10.9,Boundary County,ID
82662,0.1,5.3,24.1,24.9,41.1,-0.6,102.8,574,144,6,-31,"12,123",-37,-2.0,392,"4,889","49,402","3,202","7,333","1,383",177,529,"24,946","5,140","8,254","13,020","9,840","26,329","47,746",17.4,11.5,28.7,16.6,0.0,7.9,Franklin County,VT
96437,0.2,4.9,13.2,22.3,41.4,28.0,102.1,"2,839",857,5,807,"5,780",802,1.0,273,"1,143","29,210","2,726","3,108",580,49,"2,344","11,179","3,922","2,525","8,115","5,699","11,759","27,115",28.1,11.2,29.9,8.2,4.0,9.5,Baker County,FL
171715,0.1,6.8,24.0,25.8,34.7,7.2,111.2,308,283,3,306,"8,279",303,-2.0,406,"4,197","42,846","3,694","6,141","1,370",-21,365,"18,709","5,223","7,259","9,665","9,615","20,079","41,240",21.9,9.0,31.8,17.6,0.0,9.5,Davie County,NC
66883,-0.1,7.9,18.2,23.4,41.6,8.6,62.6,"2,370",77,-2,272,"9,770",274,-1.0,419,"2,799","31,563","2,954","5,487","1,136",-194,"1,467","13,263","5,434","4,434","9,474","7,442","14,399","33,055",23.1,7.1,30.6,11.9,5.0,13.3,Coos County,NH
108823,0.7,7.1,18.7,22.4,44.7,3.5,103.8,683,207,32,158,"12,672",126,-1.0,442,"3,613","44,729","3,911","6,351","1,643",50,683,"21,443","5,715","5,765","13,101","8,107","23,086","44,436",20.2,11.0,26.2,12.7,3.0,9.9,Shelby County,IN
246310,0.6,7.8,18.9,23.4,42.4,-4.1,55.6,"7,597",-525,42,-290,"21,708",-332,-1.0,874,"7,208","70,416","4,889","11,999","2,398",-234,"7,924","28,437","10,290","9,428","20,856","14,748","30,835","75,087",20.1,9.1,29.5,14.1,4.0,12.4,Allegany County,MD
221756,1.6,5.0,37.0,28.2,37.2,16.7,149.0,"4,067","3,403",273,"2,812","25,173","2,539",-1.0,"1,139","15,644","170,311","6,540","19,086","4,501",592,"3,360","84,885","7,780","40,319","29,955","32,107","89,386","145,448",11.5,10.3,29.5,23.1,0.0,6.8,Hendricks County,IN
176480,-1.3,5.8,12.8,21.6,33.8,-8.9,88.7,173,-54,-22,-152,"3,324",-130,1.0,149,907,"17,007","2,510","2,118",322,97,173,"5,202","3,479","1,367","4,003","2,806","5,524","17,058",35.4,14.4,26.3,9.2,3.0,8.7,Sevier County,AR
66653,0.3,5.5,19.1,29.7,37.0,-7.5,80.6,373,-82,4,-114,"4,168",-118,-1.0,159,"1,514","15,170",954,"3,352",430,33,373,"7,352","2,235","1,988","3,898","3,590","7,782","16,059",19.8,12.6,34.4,13.4,1.0,10.5,Redwood County,MN
150179,3.3,6.8,44.8,26.3,28.2,-8.9,100.0,"10,508",-893,567,"-1,535","24,622","-2,102",11.0,"1,246","31,546","171,517","4,248","22,957","5,762",631,"10,676","79,341","8,095","46,998","25,798","27,787","85,103","169,572",9.3,10.9,26.5,36.2,0.0,7.2,McLean County,IL
213175,-0.6,8.0,13.4,19.5,37.2,7.9,90.1,513,276,-30,367,"9,655",397,0.0,575,"2,613","46,545","5,720","5,053","1,611",-91,500,"18,479","8,634","4,373","13,530","8,945","20,090","44,519",33.3,10.4,27.5,10.1,3.0,12.4,Monroe County,TN
24485,0.1,5.2,17.1,37.4,31.4,8.9,68.8,532,230,2,182,"3,794",180,1.0,184,"1,482","20,463","1,104","4,526",445,47,544,"8,130","2,288","2,239","3,547","6,192","8,575","21,403",18.9,11.4,47.3,12.3,2.0,9.0,Carbon County,UT
213407,0.1,5.5,12.7,21.3,41.4,9.3,103.1,152,75,1,97,"2,843",96,-1.0,138,760,"10,455","1,099","1,460",232,-21,152,"3,956","1,796",918,"3,022","2,213","4,188","10,445",26.2,11.2,30.5,11.1,0.0,13.2,Perry County,AR
221294,0.4,7.6,12.5,24.2,45.0,-5.1,87.7,"5,826",-334,28,-336,"20,008",-364,-1.0,731,"4,927","65,093","5,602","10,778","2,160",3,"5,457","26,171","8,753","5,807","20,601","14,298","28,331","66,501",19.7,11.2,30.9,11.1,3.0,11.2,Marion County,OH
150622,0.1,9.7,14.2,25.8,43.9,1.1,83.9,564,-22,4,46,"12,814",42,-3.0,491,"2,915","41,170","3,416","7,542","1,900",-65,566,"17,641","5,926","4,158","12,084","9,688","19,541","43,114",20.3,10.3,33.0,10.0,0.0,11.9,Sanilac County,MI
95285,0.5,6.4,24.2,26.0,34.5,14.5,105.9,"2,095","1,757",71,"1,913","25,143","1,842",3.0,"1,414","13,092","133,088","10,115","18,979","4,065",-159,"2,027","59,440","15,724","22,482","32,185","28,213","63,505","123,010",21.6,9.5,30.3,17.9,0.0,10.7,Blount County,TN
328141,-0.1,4.0,24.9,24.4,41.5,1.2,109.5,192,50,-2,22,"4,499",24,-1.0,161,"2,038","17,712","1,011","2,652",394,29,192,"9,355","1,658","3,036","4,558","3,594","9,749","17,291",15.3,10.7,29.5,18.8,0.0,9.1,Andrew County,MO
282544,0.2,5.5,25.0,26.8,36.8,13.9,137.8,194,587,9,560,"6,645",551,-1.0,386,"2,842","40,474","2,584","4,849","1,099",28,194,"18,783","3,733","6,531","8,580","8,438","19,882","34,506",20.7,10.3,32.3,15.7,0.0,9.6,McClain County,OK
99172,1.3,8.4,16.5,19.3,42.7,3.1,90.7,681,18,39,90,"8,461",51,-2.0,371,"2,092","29,464","2,948","3,831","1,226",-70,678,"13,408","5,445","3,424","8,940","5,421","14,634","29,485",27.5,10.2,26.1,10.6,3.0,12.6,Giles County,TN
345118,0.9,7.4,18.3,20.4,30.2,-10.6,65.0,"1,685",-272,27,-313,"6,051",-340,3.0,339,"3,869","29,524","3,533","4,092",924,38,"1,907","11,601","6,028","3,474","6,598","5,430","12,525","32,819",30.1,12.7,28.5,19.3,4.0,11.4,Sumter County,GA
165753,0.1,7.9,24.2,28.3,39.9,9.0,84.0,311,94,2,148,"4,531",146,0.0,204,"1,867","16,558",935,"3,210",621,-54,325,"7,289","1,735","2,958","4,153","4,156","7,910","16,557",15.3,9.1,34.1,16.5,5.0,12.4,Sawyer County,WI
119604,0.0,5.7,20.6,24.6,32.9,-4.7,77.2,0,-41,0,-30,"1,505",-30,1.0,68,586,"6,422",744,"1,124",207,-12,0,"3,396","1,354","1,021","1,794","1,393","3,603","7,058",29.6,8.7,28.1,12.8,0.0,10.6,Surry County,VA
193243,-0.7,4.2,17.1,39.7,31.8,12.9,91.8,50,69,-3,58,792,61,-2.0,41,374,"4,531",268,989,98,13,50,"2,244",338,468,955,"1,045","2,342","4,286",13.6,12.0,38.2,15.0,1.0,9.1,Oneida County,ID
221524,0.1,7.0,20.5,25.1,36.8,-2.4,95.3,913,-102,4,-116,"11,097",-120,-2.0,614,"4,566","48,111","3,859","7,585","1,506",16,913,"20,051","6,947","6,613","11,844","9,924","21,557","47,557",23.0,13.1,30.8,15.1,2.0,12.7,Carter County,OK
12458,0.0,5.3,24.2,22.7,35.0,20.4,75.3,448,280,0,347,"3,737",347,1.0,212,"1,882","17,137","1,933","2,427",384,-68,390,"6,831","2,629","3,069","4,199","3,494","7,215","16,276",24.6,8.5,27.5,17.6,5.0,12.5,Rabun County,GA
323128,0.3,5.3,18.8,26.1,44.8,-0.8,108.9,"1,766",-4,10,-30,"11,343",-40,-2.0,378,"4,019","37,185","1,586","6,593","1,020",28,"1,648","18,157","3,336","4,889","10,765","8,787","19,177","36,842",13.2,10.9,33.8,15.9,0.0,10.2,Jasper County,IA
176252,0.2,11.4,19.7,33.7,35.5,-1.9,85.2,"4,746",-33,32,-330,"38,522",-362,-4.0,"1,770","15,090","173,566","10,339","36,646","8,859",301,"6,345","68,681","18,403","23,337","40,256","44,430","77,540","172,188",16.9,11.9,37.5,13.9,3.0,10.2,Muskegon County,MI
274758,0.6,6.6,32.1,35.1,32.9,2.5,122.1,655,376,47,196,"13,753",149,-6.0,594,"8,887","79,595","2,956","14,702","2,626",186,680,"37,463","4,522","17,290","14,425","19,212","40,089","75,382",10.8,9.8,35.7,21.2,0.0,7.5,Clinton County,MI
109051,0.2,5.2,11.5,24.0,42.7,-19.0,87.2,157,-202,2,-193,"3,030",-195,0.0,135,677,"10,076",794,"1,699",243,-9,157,"4,393","1,686",827,"3,163","2,399","4,636","10,536",23.8,12.4,33.4,9.5,1.0,13.3,Nowata County,OK
284568,0.6,5.9,27.4,28.7,29.2,7.7,90.2,"1,988",185,29,403,"9,065",374,-1.0,747,"7,225","52,600","4,290","8,895","1,271",-217,"1,910","20,365","5,821","10,289","10,219","12,809","21,636","49,625",18.8,10.1,34.1,23.3,5.0,14.2,Kerr County,TX
310058,0.1,5.9,28.5,27.4,32.3,45.0,105.7,"2,030","3,339",5,"3,257","9,323","3,252",20.0,718,"4,682","74,071","5,429","7,899","1,887",62,"2,065","30,070","6,934","14,275","14,252","16,072","31,957","55,043",24.0,10.8,32.1,16.2,5.0,9.9,Walton County,FL
82431,1.8,5.1,19.0,30.3,37.6,-10.7,73.8,237,-101,21,-127,"3,317",-148,0.0,138,"1,204","11,800",877,"2,674",344,26,237,"6,435","1,624","1,565","2,811","2,992","6,779","12,441",18.4,13.8,36.3,13.7,1.0,11.6,Chippewa County,MN
67343,0.1,3.8,52.3,23.5,23.4,17.5,162.8,146,802,4,697,"3,850",693,-5.0,249,"6,553","40,280","1,364","3,875",721,110,117,"18,487","2,192","13,063","4,820","5,708","19,208","32,808",13.3,9.0,22.9,39.8,0.0,6.2,Oconee County,GA
166404,4.0,8.4,40.4,31.3,28.5,5.9,78.7,51,38,22,32,"1,103",10,0.0,40,"1,114","5,463",124,"1,209",249,6,51,"2,699",438,"1,730","1,028","1,400","2,948","5,176",11.3,8.4,32.7,28.8,5.0,7.3,Cook County,MN
246543,1.6,5.2,31.5,23.6,33.3,1.0,100.4,"3,842",233,128,75,"14,447",-53,-3.0,738,"10,515","78,871","4,527","10,266","2,079",161,"3,823","38,254","8,212","15,892","15,731","14,292","40,333","75,674",18.9,11.4,28.3,24.2,0.0,9.4,Cape Girardeau County,MO
24253,0.2,6.7,21.6,26.8,41.0,-0.3,89.3,764,45,17,-25,"20,618",-42,-4.0,724,"8,486","72,999","3,807","13,493","2,305",74,891,"32,233","7,662","11,301","19,850","17,243","34,538","74,749",15.2,10.9,33.0,16.9,0.0,9.9,Wood County,WI
62957,0.1,7.1,10.2,24.3,38.3,11.6,76.7,189,152,2,201,"4,713",199,-2.0,240,"1,261","17,442","2,052","2,992",408,-47,189,"5,309","3,328","1,261","5,071","4,022","5,717","17,264",27.1,11.1,32.4,10.3,0.0,13.8,Sharp County,AR
82889,0.3,5.4,30.6,26.8,31.3,2.2,119.3,"4,407",869,41,273,"15,914",232,0.0,920,"12,820","126,007","6,196","13,647","3,361",596,"4,055","58,321","8,468","23,183","23,112","23,378","61,682","113,237",16.7,12.1,30.8,25.2,0.0,7.3,Faulkner County,AR
309828,2.0,6.5,44.4,34.3,20.1,2.8,127.9,"7,806","4,688","1,193","1,671","57,379",478,-12.0,"3,582","98,549","601,592","31,602","97,920","20,837","3,029","6,788","300,742","31,670","179,725","70,243","122,815","321,579","529,710",11.1,11.0,30.4,34.5,3.0,6.0,Washington County,OR
277694,0.0,11.6,18.7,17.3,20.2,-3.5,65.0,"7,404","6,409",-18,"-3,056","61,598","-3,038",8.0,"4,597","39,333","868,707","164,284","52,778","41,893","9,457","6,982","318,076","150,961","89,652","112,550","112,774","359,969","774,769",49.5,16.2,23.5,12.9,0.0,5.3,Hidalgo County,TX
11769,0.7,4.5,22.4,24.0,33.1,1.2,82.0,216,-16,6,10,"1,915",4,-1.0,116,973,"8,461",946,"1,388",170,-25,254,"3,589","1,516","1,329","2,121","1,527","3,759","8,517",26.2,10.7,25.8,16.8,1.0,13.7,Hamilton County,TX
149736,3.1,5.0,22.2,32.3,35.3,-6.1,74.2,633,-80,126,-246,"9,080",-372,1.0,370,"3,797","40,062","3,317","8,317","1,040",165,632,"19,889","4,555","5,952","8,581","8,987","20,929","39,163",17.7,13.3,33.5,14.7,3.0,9.2,Mower County,MN
176711,3.0,5.4,43.3,29.1,20.3,-1.9,84.3,"14,648",192,798,-504,"25,033","-1,302",2.0,"2,081","47,803","269,043","11,957","35,930","7,235",694,"13,920","127,696","14,758","70,092","34,349","45,426","134,931","247,336",11.9,10.3,28.1,38.7,4.0,7.7,Alachua County,FL
65957,0.8,7.0,14.6,23.9,35.1,-3.0,77.8,"1,612",-240,39,-150,"10,857",-189,-3.0,678,"3,512","49,853","5,557","7,416","1,338",-87,"1,616","17,848","9,181","4,948","13,870","9,405","19,186","50,384",29.6,11.8,27.8,11.3,0.0,13.6,Le Flore County,OK
254645,0.4,8.4,31.3,27.8,33.6,-1.9,87.8,651,-271,23,-123,"14,558",-146,-3.0,674,"10,081","63,944","3,854","12,053","2,593",-145,738,"28,308","6,672","14,993","14,653","14,333","30,901","65,707",15.4,8.3,30.0,23.2,5.0,10.5,Warren County,NY
284787,0.4,7.2,29.3,33.5,31.8,-2.0,80.8,"8,927",-615,82,-398,"42,280",-480,-9.0,"2,084","29,040","199,070","7,510","44,541","7,286",-208,"9,433","93,824","16,940","39,946","37,043","51,749","101,110","200,226",12.8,9.4,38.0,21.9,5.0,10.5,St. Louis County,MN
222368,1.1,10.1,32.5,24.1,32.1,-2.1,85.3,"7,521",118,556,"-1,054","106,572","-1,610",-10.0,"4,741","79,702","506,471","39,407","80,034","25,761","1,182","7,728","230,287","65,457","113,085","102,941","93,034","256,048","513,657",19.7,11.7,26.7,24.0,0.0,9.4,Camden County,NJ
212945,3.3,9.8,52.4,27.3,17.7,-0.1,112.3,273,194,101,-4,"2,788",-105,1.0,69,"7,630","31,011","1,663","4,311","2,198",197,273,"20,204","1,066","12,232","4,194","5,270","22,402","27,994",6.7,8.6,22.6,48.3,5.0,2.2,Summit County,CO
25640,0.2,8.3,23.3,26.6,22.5,-4.4,75.9,"17,215","2,413",167,"-3,651","88,256","-3,818",-1.0,"5,552","65,026","839,238","109,968","104,250","30,094","6,065","15,792","333,991","134,008","119,062","121,083","160,567","364,085","800,647",34.2,13.9,31.4,16.6,0.0,6.6,El Paso County,TX
192551,0.0,9.4,14.9,22.2,47.6,-3.7,89.8,"3,962",-590,-1,-383,"36,214",-382,-3.0,"1,186","8,198","101,883","8,518","16,840","4,452",-204,"3,944","42,928","14,770","11,040","33,218","21,499","47,380","107,841",19.4,9.6,28.9,10.8,0.0,11.6,Columbiana County,OH
120917,1.3,7.8,20.5,23.5,32.9,3.3,83.1,188,-32,19,50,"3,720",31,0.0,221,"1,381","14,964","1,642","2,660",459,-82,204,"5,427","3,554","2,274","3,668","3,518","5,886","15,579",31.4,9.3,31.7,12.2,0.0,14.8,Mitchell County,NC
296324,-0.1,6.1,14.6,20.9,42.6,4.9,98.5,275,106,-2,92,"5,118",94,-2.0,218,"1,275","18,886","2,321","2,512",535,16,275,"8,177","3,104","1,891","5,220","3,512","8,712","18,846",25.8,12.4,27.1,10.6,3.0,11.6,Harrison County,KY
245618,1.6,5.9,15.4,21.1,40.5,-8.7,84.0,"1,928",-266,46,-251,"7,701",-297,1.0,390,"2,704","28,762","2,848","4,022",708,-16,"1,935","11,341","4,593","3,011","8,107","5,624","12,049","29,600",24.1,12.9,28.7,14.2,0.0,13.5,Caddo County,OK
309594,0.2,9.4,44.3,36.0,27.2,21.5,77.0,631,475,5,688,"5,309",683,2.0,396,"5,549","32,221","1,277","7,044","1,231",-215,631,"11,850","1,649","11,495","5,357","7,804","13,081","29,872",8.4,5.7,30.1,28.4,5.0,12.4,Jefferson County,WA
65728,-0.1,4.0,19.5,28.2,44.1,-2.1,103.4,278,-56,-1,-29,"4,628",-28,0.0,181,"1,328","14,049",838,"2,959",284,-27,283,"6,776","1,572","1,923","3,676","3,445","7,060","14,928",15.0,10.9,34.9,12.7,1.0,12.9,Harrison County,IA
149505,0.8,6.6,16.6,24.6,43.4,6.6,77.7,173,68,12,94,"4,468",82,-2.0,163,"1,150","14,178","1,239","2,528",437,-24,174,"6,144","2,150","1,703","4,270","3,076","6,581","14,755",20.9,9.8,29.9,11.2,3.0,11.5,Rusk County,WI
263182,1.7,5.4,22.7,36.9,32.0,-4.1,85.5,263,-6,11,-26,"1,234",-37,1.0,43,752,"6,324",342,"1,423",160,19,235,"2,789",448,958,"1,328","1,585","2,949","6,666",11.6,9.8,37.6,19.5,2.0,6.8,Rio Blanco County,CO
25869,0.1,4.2,18.5,36.3,34.3,0.1,77.9,285,123,3,3,"3,594",0,-2.0,188,"1,598","21,620","1,236","3,804",416,122,301,"9,395","1,484","2,440","4,328","5,210","9,811","20,802",14.2,14.4,39.4,15.2,0.0,8.7,Sevier County,UT
83352,0.5,6.0,30.3,28.9,34.9,0.0,102.1,"6,569","1,377",138,6,"50,311",-132,-6.0,"1,817","32,389","264,542","13,787","41,729","8,441","1,377","6,629","132,013","19,743","52,901","52,162","55,776","140,454","248,007",13.7,12.1,31.9,22.5,0.0,6.9,Brown County,WI
222601,0.1,9.0,21.0,28.7,38.5,3.8,93.2,"5,219",310,5,372,"24,734",367,-7.0,"1,007","10,462","98,451","6,229","18,440","4,105",-55,"5,396","41,492","10,675","14,371","25,208","22,591","45,597","99,892",16.6,9.7,33.0,16.3,3.0,10.2,Lenawee County,MI
121150,1.3,7.8,37.9,25.8,27.8,-0.9,102.6,"23,838","2,028","1,071",-740,"151,759","-1,811",-35.0,"7,868","159,212","817,473","47,402","140,870","32,306","2,803","19,511","383,560","94,207","208,326","144,418","149,234","415,866","802,374",17.3,13.1,27.2,29.2,0.0,9.6,Hamilton County,OH
199388,0.2,5.4,28.1,24.8,38.5,1.9,80.8,727,32,7,84,"10,866",77,0.0,432,"5,560","43,146","2,810","6,991","1,239",-52,701,"21,866","4,782","8,994","11,656","8,541","23,105","43,742",17.0,8.8,26.7,19.7,0.0,10.0,Sullivan County,NH
24945,-0.2,7.5,25.1,20.0,29.0,-3.9,84.3,"3,001",-43,-5,-96,"3,617",-91,0.0,215,"2,728","24,460","2,257","2,485",741,53,"2,435","9,191","3,625","3,572","4,758","3,668","9,932","23,333",29.1,10.9,25.7,21.9,4.0,8.8,Rowan County,KY
120687,-0.1,9.4,12.6,18.9,41.5,-4.2,78.8,496,-160,-2,-116,"7,358",-114,1.0,379,"1,719","27,772","3,841","3,342","1,025",-45,496,"9,890","5,291","2,452","7,795","5,313","10,915","28,709",29.9,12.0,27.4,9.7,3.0,13.6,Pike County,OH
245850,-0.7,6.9,25.2,38.0,30.3,25.4,103.2,"1,476","4,488",-118,"4,159","21,147","4,277",17.0,"1,503","13,331","165,697","7,465","26,517","5,632",312,"1,488","75,654","8,877","27,458","29,662","44,412","81,286","138,494",12.7,11.1,40.7,19.1,5.0,9.2,Kootenai County,ID
192781,0.4,7.0,15.0,24.0,34.4,0.6,92.2,"3,095",-159,32,46,"18,270",14,-5.0,"1,044","5,951","79,978","11,014","12,737","2,532",-200,"3,143","33,591","16,102","8,377","18,881","17,721","36,123","82,291",30.3,10.5,31.6,11.2,3.0,13.0,Talladega County,AL
11999,0.1,7.0,11.7,21.5,34.6,11.0,79.8,"5,259",217,1,219,"4,770",218,-2.0,156,"1,133","20,083","3,184","2,964",401,0,"5,007","5,337","4,913","1,724","5,675","4,127","5,738","20,202",35.7,7.8,28.1,8.2,4.0,7.8,Jones County,TX
344720,0.3,6.7,20.8,25.6,39.1,-8.7,93.3,206,-120,3,-95,"2,973",-98,-1.0,145,"1,148","10,916",750,"1,948",345,-24,206,"4,809","1,544","1,569","3,128","2,096","5,154","11,629",20.3,11.0,27.8,15.1,2.0,13.2,Washita County,OK
